nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,critical_rate,grade_a_rate,inspection_frequency,viability_score,risk_bucket,final_score,similar_ntas,rank
BX63,0,Low Demand,0.2833432952498063,0.0,0.2918527868062371,0.0,0.5384615384615384,0.20384615384615384,4.7272727272727275,0.5,Medium,0.33007843282241733,"MN36,BK77,MN01",117
SI22,0,Low Demand,0.2925534317732353,0.0116279069767441,0.243450105951794,1.0,0.6303317535545023,0.2559241706161137,3.5762711864406778,0.5,Medium,0.31440141509001174,"BK90,MN21,MN01",118
QN38,0,Low Demand,0.3582685850719275,0.04,0.1698886603971261,1.0,0.5391304347826087,0.17391304347826086,3.8333333333333335,0.5,Medium,0.31126289818762143,"BK17,BK64,QN50",119
BK69,0,Low Demand,0.30166549539187,0.0205479452054794,0.2084275046979901,2.0,0.5850746268656717,0.24477611940298508,4.407894736842105,0.5,Medium,0.30403720003594403,"BK73,MN21,BK78",120
MN21,0,Low Demand,0.2890053105958031,0.0156862745098039,0.219590883259045,3.0,0.0,0.0,1.0,0.5,Medium,0.3034384775419392,"BK78,BK90,BK73",121
QN01,0,Low Demand,0.1995922984637726,0.0344827586206896,0.0339144689796502,1.0,0.4354066985645933,0.5406698564593302,2.2967032967032965,1.0,Low,0.29340270697736914,"BK33,QN76,MN04",122
BK73,0,Low Demand,0.2850131098512346,0.0197841726618705,0.1950774414074413,2.0,0.5579641847313855,0.35626767200754006,3.696864111498258,0.5,Medium,0.2920362205034704,"BK69,MN21,BK78",123
BK33,0,Low Demand,0.2002854448189503,0.0355555555555555,0.0292875232464763,2.0,0.5016835016835017,0.3468013468013468,3.9078947368421053,1.0,Low,0.2918291872261707,"QN01,QN76,MN04",124
BK90,0,Low Demand,0.2620121930053556,0.0126582278481012,0.2068621968470578,3.0,0.0,0.0,1.0,0.5,Medium,0.28754975594096543,"BK78,MN21,SI22",125
MN01,0,Low Demand,0.2462639246907644,0.0071428571428571,0.2180991882503054,1.0,0.538135593220339,0.3644067796610169,4.034188034188034,0.5,Medium,0.28574524517642796,"BK77,BK90,SI22",126
BK77,0,Low Demand,0.2418212387009805,0.0060975609756097,0.2187270742104209,2.0,0.5817805383022774,0.31262939958592134,3.864,0.5,Medium,0.2842193251645606,"MN01,QN03,BK90",127
BK82,0,Low Demand,0.1204845057724431,0.0074074074074074,0.0872252451325592,1.0,0.4921052631578947,0.40789473684210525,4.222222222222222,1.0,Low,0.28308390036200093,"BK91,QN57,MN04",128
BK78,0,Low Demand,0.2608559010885391,0.015,0.1940126890796004,1.0,0.5528846153846154,0.2548076923076923,4.622222222222222,0.5,Medium,0.2819474360672558,"BK90,MN21,BK73",129
QN57,0,Low Demand,0.0914083106634351,0.0,0.0941535256052333,0.0,0.4823529411764706,0.49411764705882355,3.269230769230769,1.0,Low,0.27422473450746737,"BK91,BK82,MN99",130
MN04,0,Low Demand,0.1287022875154206,0.015625,0.0547786232095816,1.0,0.4852941176470588,0.2549019607843137,3.923076923076923,1.0,Low,0.2733923642900009,"QN76,BK82,BK91",131
QN50,0,Low Demand,0.271525228850661,0.0273972602739726,0.1432828047346923,2.0,0.0,0.0,1.0,0.5,Medium,0.2659232134341413,"BK73,BK69,BK78",132
QN76,0,Low Demand,0.1204845057724431,0.0192307692307692,0.0283627548206999,1.0,0.5,0.23333333333333334,3.3333333333333335,1.0,Low,0.25953890423725723,"MN04,BK82,QN01",133
QN03,0,Low Demand,0.1721051835726808,0.0,0.1772739228052027,0.0,0.0,0.0,1.0,0.5,Medium,0.23975164255115342,"BK30,BX36,QN19",134
BK30,0,Low Demand,0.1602898763778846,0.0,0.165103773062528,0.0,0.5911949685534591,0.1949685534591195,4.676470588235294,0.5,Medium,0.23015745977616506,"QN03,BX36,QN19",135
BK91,0,Low Demand,0.0287653767310773,0.0,0.0296292712876605,0.0,0.5065502183406113,0.24017467248908297,4.673469387755102,1.0,Low,0.22335785920749512,"QN57,BK82,MN99",136
BX36,0,Low Demand,0.1152037606375176,0.0,0.1186636110904805,0.0,0.5473251028806584,0.19753086419753085,5.0625,0.5,Medium,0.19354694869119926,"QN19,MN06,QN62",137
QN19,0,Low Demand,0.1027887432597354,0.0,0.1058757404025254,0.0,0.0,0.0,1.0,0.5,Medium,0.18346579346490433,"MN06,QN62,BX36",138
MN06,0,Low Demand,0.1007484989365238,0.0,0.1037742225565854,0.0,0.0,0.0,1.0,0.5,Medium,0.18180908859724368,"QN19,QN62,BX36",139
BK76,0,Low Demand,0.1008806077800696,0.0033112582781456,0.0874252322480616,1.0,0.5756929637526652,0.302771855010661,3.423357664233577,0.5,Medium,0.1753223360112525,"SI24,QN62,MN06",140
QN62,0,Low Demand,0.0914083106634351,0.0,0.0941535256052333,0.0,0.0,0.0,1.0,0.5,Medium,0.17422473450746737,"MN06,SI24,QN19",141
SI24,0,Low Demand,0.0801478324168968,0.0,0.0825548676799565,0.0,0.0,0.0,1.0,0.5,Medium,0.16508108003874133,"QN62,MN06,QN19",142
