nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,critical_rate,grade_a_rate,inspection_frequency,viability_score,final_score,similar_ntas,rank,high_risk_prob,risk_bucket,risk_component,risk_confidence,halal_demand_forecast,new_halal_entry_forecast,halal_demand_forecast_norm,final_score_adjusted
QN35,2,Established Hub,0.6798131429274609,0.1973684210526315,0.0,3.0,0.0,0.0,1.0,0.5,0.3719252571709843,"BK19,BK27,BK31",90,8.729520698347576e-83,Low,Medium-Low Risk,Low confidence,0.49118803382037635,2.9271608960276465,0.5294466668934108,0.39161671594524955
QN60,1,Growing Market,0.339968668613078,0.02,0.2506089556168711,1.0,0.4057971014492754,0.5217391304347826,2.76,1.0,0.4362310496919797,"MN22,MN15,QN98",91,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3870293129196702
MN09,1,Growing Market,0.3758177925058808,0.0155440414507772,0.3097186620253064,2.0,0.0,0.0,1.0,0.5,0.3742145818124749,"QN31,QN63,SI37",92,4.835188586746156e-100,Low,Medium-Low Risk,Low confidence,0.37188138024261314,1.9528777308510705,0.3040058655491231,0.3855909245969754
BK27,2,Established Hub,0.5755055221746207,0.1,0.0949403449114395,2.0,0.0,0.0,1.0,0.5,0.3681783468344241,"SI36,BK31,BK19",93,9.435735109644081e-89,Low,Medium-Low Risk,Low confidence,0.4400913439277306,1.5928797792558842,0.43289481190461554,0.3841165964544481
QN29,1,Growing Market,0.4173971907778272,0.0069686411149825,0.3952393372905212,2.0,0.5723684210526315,0.2582236842105263,4.825396825396825,0.5,0.4250546112273393,"BX26,SI37,MN36",94,1.0,High,Medium-High Risk,High confidence,0.46679519871155734,1.1570341883483224,0.48335418060632424,0.3787598330256704
SI01,1,Growing Market,0.5240009671855896,0.05,0.290813489497926,1.0,0.5529411764705883,0.2764705882352941,4.0476190476190474,0.5,0.4259257826734063,"SI28,QN28,BK83",95,1.0,High,High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3778863589358389
BK38,0,Low Demand,0.2881908231190841,0.0122549019607843,0.2358349891502805,3.0,0.5222135619641465,0.367887763055339,3.7514619883040936,1.0,0.4096103249077458,"MN15,MN24,QN98",96,1.0,High,Medium-High Risk,High confidence,0.40937777931469316,1.9949118135685193,0.37485873084070703,0.3612201867269882
SI28,1,Growing Market,0.4687401480450154,0.037037037037037,0.2984290362728197,2.0,0.5384615384615384,0.2596153846153846,3.3548387096774195,0.5,0.406867673727134,"QN68,SI01,MN28",97,0.9999999999999999,High,High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3609777807495036
BK17,1,Growing Market,0.4200914244835033,0.0482758620689655,0.1923668930042474,2.0,0.0,0.0,1.0,0.5,0.3449833269951002,"QN28,QN38,SI28",98,1.8665412482948978e-97,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3600861896463362
MN15,0,Low Demand,0.2936242000201214,0.01669449081803,0.2193290942658826,4.0,0.5266781411359724,0.338209982788296,3.9794520547945207,1.0,0.4051813177144016,"QN98,BK38,MN24",99,1.0,High,Medium-High Risk,High confidence,0.4470866059632562,2.3144253783811326,0.4461129974090332,0.359768435489117
BK31,2,Established Hub,0.5973291555472796,0.0916905444126074,0.1587879380718045,3.0,0.5421487603305785,0.2661157024793388,4.879032258064516,0.5,0.4024468374476336,"BK27,SI36,BK19",100,1.0,High,High Risk,High confidence,0.4600633494298971,3.439882324463042,0.47063373752058074,0.3581792418677005
SI37,1,Growing Market,0.3967645288251262,0.0120481927710843,0.3486985282216551,1.0,0.5633802816901409,0.380281690140845,3.0869565217391304,0.5,0.3981852228187125,"QN31,MN09,QN63",101,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.35327460828638363
MN99,0,Low Demand,0.1670149771113675,0.0,0.1720308450050252,0.0,0.0,1.0,1.0,1.0,0.335618328846557,"BK50,MN32,MN34",102,1.588835321303708e-48,Low,Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.35031120565297413
QN63,1,Growing Market,0.4002217774626737,0.0192307692307692,0.3165012203679029,1.0,0.5404858299595142,0.2874493927125506,4.704761904761905,0.5,0.3866891991322306,"MN09,BK79,SI37",103,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.091518163450665,0.4377852919092093,0.34307520099561656
QN98,0,Low Demand,0.268190533308777,0.0163934426229508,0.1946303578636837,1.0,0.448,0.648,2.358490566037736,1.0,0.3851283564689843,"MN15,MN24,BK38",104,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.34169040304517617
MN24,0,Low Demand,0.2476959685212139,0.0120918984280532,0.19493548659362,4.0,0.5262390670553936,0.3192419825072886,4.051181102362205,1.0,0.3770525820459336,"QN98,BK38,MN34",105,1.0,High,Medium-High Risk,High confidence,0.5298782728832002,1.9528777308510705,0.6025554017121265,0.3398062756925525
QN31,1,Growing Market,0.3606247088387398,0.0115384615384615,0.3140110330448863,2.0,0.5594965675057209,0.3100686498855835,4.161904761904762,0.5,0.3698542967534505,"MN09,SI37,QN63",106,1.0,High,Medium-High Risk,High confidence,0.3717575968888177,1.9528777308510705,0.3037719656144935,0.3239260184112727
QN28,1,Growing Market,0.4445734293466756,0.0526315789473684,0.1958992587484852,3.0,0.5554484088717454,0.2304725168756027,5.317948717948718,0.5,0.3561890752380643,"BK17,SI01,QN38",107,1.0,High,High Risk,High confidence,0.5539536790697501,3.1591769344441056,0.6480480771046802,0.32238106380232096
MN36,1,Growing Market,0.3356854703034515,0.0,0.3457669252842208,0.0,0.5541666666666667,0.375,4.0,0.5,0.372580958235069,"BX63,QN31,SI37",108,0.9999999999999999,High,Medium-High Risk,High confidence,0.29441897957789553,1.9528777308510705,0.1576335958037159,0.3216859729746487
MN32,0,Low Demand,0.208843504345806,0.00418410041841,0.1942850824313717,1.0,0.4829821717990275,0.3922204213938411,3.8322981366459623,1.0,0.3612514347108711,"MN34,BK50,MN99",109,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3205065175120296
BK79,1,Growing Market,0.3749520330155504,0.0227272727272727,0.2730652555465136,1.0,0.5714285714285714,0.1642857142857142,4.375,0.5,0.3592069154248256,"QN71,BK64,QN63",110,0.9999999999999998,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.31869259597873223
MN21,0,Low Demand,0.2890053105958031,0.0156862745098039,0.219590883259045,3.0,0.0,0.0,1.0,0.5,0.3034384775419392,"BK78,BK90,BK73",111,1.4549149923410485e-105,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3167225677886576
QN71,1,Growing Market,0.3635219820742563,0.0229885057471264,0.25999138622933,2.0,0.5490196078431373,0.2549019607843137,4.340425531914893,0.5,0.3494053473214345,"BK79,BK64,BK69",112,0.9999999999999999,High,Medium-High Risk,High confidence,0.41669935976716144,1.4980822317941729,0.388693524750464,0.30853853088466676
SI36,2,Established Hub,0.5358596828872613,0.0943396226415094,0.0822839770816796,2.0,0.5657894736842105,0.3026315789473684,3.707317073170732,0.5,0.3472574639875764,"BK27,BK19,BK31",113,1.0,High,High Risk,High confidence,0.4426794593010697,1.7480389710098678,0.4377852919092093,0.3080909022597934
BK50,0,Low Demand,0.1721897845737544,0.0,0.1773610645810762,0.0,0.5102880658436214,0.3004115226337449,4.11864406779661,1.0,0.3398203396619322,"MN99,MN32,MN34",114,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.3014925981732672
BK64,1,Growing Market,0.363540173570695,0.0279720279720279,0.2351997077795469,2.0,0.5653846153846154,0.3288461538461538,3.909774436090226,0.5,0.3394959525400968,"QN71,BK79,BK69",115,0.9999999999999999,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.30120479810728706
BK90,0,Low Demand,0.2620121930053556,0.0126582278481012,0.2068621968470578,3.0,0.0,0.0,1.0,0.5,0.2875497559409654,"BK78,MN21,SI22",116,2.4415810011597727e-107,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.7709567868450091,0.4377852919092093,0.3001382613252691
MN34,0,Low Demand,0.1951508786001647,0.005524861878453,0.173506265959325,1.0,0.5182481751824818,0.3065693430656934,4.151515151515151,1.0,0.3474628578237959,"MN32,MN99,BK50",117,1.0,High,Medium-High Risk,High confidence,0.27484433598008573,1.9528777308510705,0.12064552174091636,0.2989066153604845
BK19,2,Established Hub,0.5843889879714349,0.136986301369863,0.0,3.0,0.5670498084291188,0.367816091954023,3.676056338028169,0.5,0.333755595188574,"BK27,SI36,QN35",118,1.0,High,High Risk,High confidence,0.3870307237803667,2.5968691592712343,0.3326319316114405,0.2931287662169525
BX63,0,Low Demand,0.2833432952498063,0.0,0.2918527868062371,0.0,0.5384615384615384,0.2038461538461538,4.7272727272727275,0.5,0.3300784328224173,"MN36,BK77,MN01",119,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2928494639596729
SI22,0,Low Demand,0.2925534317732353,0.0116279069767441,0.243450105951794,1.0,0.6303317535545023,0.2559241706161137,3.5762711864406778,0.5,0.3144014150900117,"BK90,MN21,MN01",120,0.9999999999999997,High,High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2789406296254672
QN50,0,Low Demand,0.271525228850661,0.0273972602739726,0.1432828047346923,2.0,0.0,0.0,1.0,0.5,0.2659232134341413,"BK73,BK69,BK78",121,9.46252755376234e-107,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2775649405960114
QN38,0,Low Demand,0.3582685850719275,0.04,0.1698886603971261,1.0,0.5391304347826087,0.1739130434782608,3.8333333333333335,0.5,0.3112628981876214,"BK17,BK64,QN50",122,1.0,High,High Risk,High confidence,0.27719843612187445,1.9528777308510705,0.12509380862596955,0.26788311368002915
BK69,0,Low Demand,0.30166549539187,0.0205479452054794,0.2084275046979901,2.0,0.5850746268656717,0.244776119402985,4.407894736842105,0.5,0.304037200035944,"BK73,MN21,BK78",123,1.0,High,Medium-High Risk,High confidence,0.3495044902438047,1.7853959061566351,0.26172269137865434,0.26519536194372656
QN01,0,Low Demand,0.1995922984637726,0.0344827586206896,0.0339144689796502,1.0,0.4354066985645933,0.5406698564593302,2.2967032967032965,1.0,0.2934027069773691,"BK33,QN76,MN04",124,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2603103290570521
BK73,0,Low Demand,0.2850131098512346,0.0197841726618705,0.1950774414074413,2.0,0.5579641847313855,0.35626767200754,3.696864111498258,0.5,0.2920362205034704,"BK69,MN21,BK78",125,1.0,High,Medium-High Risk,High confidence,0.4095634715012779,2.423108013813108,0.3752096131602732,0.2575446452004809
MN01,0,Low Demand,0.2462639246907644,0.0071428571428571,0.2180991882503054,1.0,0.538135593220339,0.3644067796610169,4.034188034188034,0.5,0.2857452451764279,"BK77,BK90,SI22",126,0.9999999999999999,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2535165389735184
BK33,0,Low Demand,0.2002854448189503,0.0355555555555555,0.0292875232464763,2.0,0.5016835016835017,0.3468013468013468,3.9078947368421058,1.0,0.2918291872261707,"QN01,QN76,MN04",127,1.0000000000000004,High,Medium-High Risk,High confidence,0.28649471028984935,1.9528777308510705,0.14265996638077125,0.2515935582155272
BK77,0,Low Demand,0.2418212387009805,0.0060975609756097,0.2187270742104209,2.0,0.5817805383022774,0.3126293995859213,3.864,0.5,0.2842193251645606,"MN01,QN03,BK90",128,1.0000000000000002,High,Medium-High Risk,High confidence,0.4021916345766791,1.9528777308510705,0.36127985506360727,0.2503144573010235
QN03,0,Low Demand,0.1721051835726808,0.0,0.1772739228052027,0.0,0.0,0.0,1.0,0.5,0.2397516425511534,"BK30,BX36,QN19",129,1.7604439634098518e-113,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.2502476168331503
QN57,0,Low Demand,0.0914083106634351,0.0,0.0941535256052333,0.0,0.4823529411764706,0.4941176470588235,3.269230769230769,1.0,0.2742247345074673,"BK91,BK82,MN99",130,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.24329540654417875
BK82,0,Low Demand,0.1204845057724431,0.0074074074074074,0.0872252451325592,1.0,0.4921052631578947,0.4078947368421052,4.222222222222222,1.0,0.2830839003620009,"BK91,QN57,MN04",131,0.9999999999999998,High,Medium-High Risk,High confidence,0.25270617518246963,1.9528777308510705,0.07881344816548688,0.24251773486385222
BK78,0,Low Demand,0.2608559010885391,0.015,0.1940126890796004,1.0,0.5528846153846154,0.2548076923076923,4.622222222222222,0.5,0.2819474360672558,"BK90,MN21,BK73",132,1.0,High,Medium-High Risk,High confidence,0.26792259941772706,1.9528777308510705,0.1075662693227341,0.24223320353381095
MN04,0,Low Demand,0.1287022875154206,0.015625,0.0547786232095816,1.0,0.4852941176470588,0.2549019607843137,3.923076923076923,1.0,0.2733923642900009,"QN76,BK82,BK91",133,0.9999999999999998,High,Medium-High Risk,High confidence,0.2855392555387163,1.9528777308510705,0.14085454750190504,0.23565673705631704
QN76,0,Low Demand,0.1204845057724431,0.0192307692307692,0.0283627548206999,1.0,0.5,0.2333333333333333,3.3333333333333335,1.0,0.2595389042372572,"MN04,BK82,QN01",134,1.0000000000000002,High,Medium-High Risk,High confidence,0.27936623737527144,1.9528777308510705,0.12919006677306805,0.22345810571300131
BK30,0,Low Demand,0.1602898763778846,0.0,0.165103773062528,0.0,0.5911949685534591,0.1949685534591195,4.676470588235294,0.5,0.230157459776165,"QN03,BX36,QN19",135,1.0000000000000002,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.20419840262036146
BK91,0,Low Demand,0.0287653767310773,0.0,0.0296292712876605,0.0,0.5065502183406113,0.2401746724890829,4.673469387755102,1.0,0.2233578592074951,"QN57,BK82,MN99",136,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.19816571710180722
QN19,0,Low Demand,0.1027887432597354,0.0,0.1058757404025254,0.0,0.0,0.0,1.0,0.5,0.1834657934649043,"MN06,QN62,BX36",137,1.6429697143379558e-118,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.19149765605964308
MN06,0,Low Demand,0.1007484989365238,0.0,0.1037742225565854,0.0,0.0,0.0,1.0,0.5,0.1818090885972436,"QN19,QN62,BX36",138,1.1595244959951558e-118,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.18976842308957276
QN62,0,Low Demand,0.0914083106634351,0.0,0.0941535256052333,0.0,0.0,0.0,1.0,0.5,0.1742247345074673,"MN06,SI24,QN19",139,2.338828215462116e-119,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.18185203713288292
SI24,0,Low Demand,0.0801478324168968,0.0,0.0825548676799565,0.0,0.0,0.0,1.0,0.5,0.1650810800387413,"QN62,MN06,QN19",140,3.35371893315405e-120,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.1723080869200861
BX36,0,Low Demand,0.1152037606375176,0.0,0.1186636110904805,0.0,0.5473251028806584,0.1975308641975308,5.0625,0.5,0.1935469486911992,"QN19,MN06,QN62",141,1.0,High,Medium-High Risk,High confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.17171712701914696
BK76,0,Low Demand,0.1008806077800696,0.0033112582781456,0.0874252322480616,1.0,0.5756929637526652,0.302771855010661,3.423357664233577,0.5,0.1753223360112525,"SI24,QN62,MN06",142,0.9999999999999997,High,Medium-High Risk,High confidence,0.25236702312290205,1.9528777308510705,0.07817258942212563,0.15018894469367516
BK95,0,Low Demand,0.0390583207204534,0.0,0.0402313375376893,0.0,0.0,0.0,1.0,0.5,0.131715863303257,"SI24,BK76,BK34",143,2.5771525846798136e-123,Low,Medium-Low Risk,Low confidence,0.4426794593010697,1.9528777308510705,0.4377852919092093,0.137482190069786
BK34,0,Low Demand,0.0,0.0027855153203342,0.0,1.0,0.5723771580345286,0.3173970783532536,4.3028571428571425,0.5,0.1,"BK95,BK76,SI24",144,1.0,High,Medium-High Risk,High confidence,0.2109969162485078,1.9528777308510705,0.0,0.085
