k,inertia,drop_from_prev,pct_drop_from_prev,silhouette
2,256.2819630277568,,,0.41384934001400686
3,219.51963082385703,36.762332203899746,14.344486740144946,0.3065070698445808
4,109.60360835958568,109.91602246427135,50.07115858010356,0.39630139033939504
5,86.79725258757836,22.806355772007322,20.808033707416467,0.4096749958013339
6,59.83694018823226,26.960312399346094,31.061250898630878,0.4183741684800136
7,72.9588125380796,-13.121872349847337,-21.929383936693892,0.37191243762851883
8,46.59143726666219,26.36737527141741,36.14008281406089,0.38464786143185903
