restaurant_id,latitude,longitude,nta,zone_id,in_nyc_nta,in_modeled_microzone
-0u5jZXg3YIlFrTWzJFCSA,40.6968516846402,-74.2687633,,,False,False
a_bkwamYLgrfBrBC8Zfmzw,40.71133,-74.22572,,,False,False
4uw74HOwcGeAnbbzBWhmQw,40.70226,-74.23191,,,False,False
LCRERj5jNbFyXopkinM1PQ,40.703874,-74.219642,,,False,False
b62bwwoJXC36t3MgtEGZFQ,40.70377604826007,-74.2199121,,,False,False
EbhvHWKXjx-XWPKB_8N0Tw,40.697671,-74.219344,,,False,False
KyIUS0taWX4dxzAftlcFAw,40.703876,-74.21964,,,False,False
svDYHHwpR4AO-Tl2c9fqwQ,40.71076,-74.21559,,,False,False
P2ZVqU8tq2TrcJ40t3P9qg,40.6879335,-74.21450719355992,,,False,False
HUjDE-bkNCDmY-AG4JKkCg,40.7083299,-74.20757,,,False,False
GDL3bxC44bmsV8it4QFXIQ,40.710806,-74.205719,,,False,False
nP88tTJ6foWmIfJyK-EujQ,40.7079271,-74.2084722,,,False,False
byrxqURy3CXMHRwJNXQ4EA,40.6974639892578,-74.1665878295898,,,False,False
bCi43lCAY1ARhWgELK5u-g,40.700608,-74.090914,,,False,False
gW3KOWa75fYsy8j2b0jkmQ,40.707023,-74.09214,,,False,False
22NnvNkWlvRpeTsvGJ9OrA,40.7015803456306,-74.0897986292839,,,False,False
W0VurcaR5tyqloBh6q-_rA,40.71129617,-74.0927397,,,False,False
t9uf4LtclghC4QyUDrmUCA,40.70373572739232,-74.09108859999999,,,False,False
n8mR-p5hzh1nLCLe7SVN5g,40.70161,-74.0954,,,False,False
GSdNS5qa8zAeYPzCB1owBQ,40.70099,-74.08341,,,False,False
BLqi05_-EaGRuIwSpmGQCA,40.71061,-74.07875,,,False,False
-6cwiz7oLMW4fEguTLglgA,40.71069,-74.08551,,,False,False
J4Zro-ZK7y5YZ_iXelTSPQ,40.70886097892164,-74.0812042,,,False,False
Be4bqVWQwIx_f3-o2v__6Q,40.71055,-74.07996,,,False,False
IqN27T8kO2eG2lr0BBL-AQ,40.71728,-74.07077,,,False,False
cAEHvzQBxREhpJkFonpYaQ,40.71461,-74.03625,,,False,False
43C-GVEXUlSa4tcm2l9i7g,40.71389924613772,-74.03754095409252,,,False,False
R3fMQtSL0MrMUyW_Q32oNw,40.7021564536913,-74.01253591140323,MN25,mn-fidi,True,True
PagJep8qUgUBAmq5A9lOUA,40.70242,-74.01284,MN25,mn-fidi,True,True
X07rATb-pc3gevQRTE0FGA,40.70712,-74.00845,MN25,mn-fidi,True,True
hBvCDM9nsrIXpeBjBjiJiQ,40.70493,-74.00749,MN25,mn-fidi,True,True
4x4M_p_b8GvLkc4fe00GHA,40.70865,-74.01011,MN25,mn-fidi,True,True
dGBXZQv2NaMnE9yQBy8Fww,40.70374327646794,-74.01122927569901,MN25,mn-fidi,True,True
07k-bW_cOCFEg64CTXHl1A,40.7049,-74.01316,MN25,mn-fidi,True,True
TUGZA-1JwJ_a7GTRTuGjQg,40.705124266005406,-74.00960762053728,MN25,mn-fidi,True,True
Q7wFlNr4OFU0eCJXcOmopg,40.70344,-74.01109,MN25,mn-fidi,True,True
N-M-c8yQFqGW1jn_tdCzPg,40.7090396819627,-74.0113380915443,MN25,mn-fidi,True,True
ZJilgdckPCoCVFyBlLrosQ,40.70991185113556,-74.0065734278713,MN25,mn-fidi,True,True
kbPDjFtRP-U5aNuKDYcUEA,40.7149321907469,-74.0115830674767,MN24,nta-mn24,True,True
vQdQQ7HTgZP8La2KckUGSw,40.70874460754959,-74.00536129999999,MN25,mn-fidi,True,True
CX6_T61ZANH5ttfMLeKKIA,40.7091424,-74.00908691993187,MN25,mn-fidi,True,True
wLh2J8D5y1ZHzzSeFXI6Ww,40.70215064393435,-74.01254279940342,MN25,mn-fidi,True,True
Sl1EfwTm1fd9vOQbo5wQUw,40.7155256195018,-74.01128458268404,MN24,nta-mn24,True,True
q202UCgXiL2H53LsHeDsQA,40.7128737340295,-74.00935083090896,MN24,nta-mn24,True,True
YYhoD3zlsWZeYaK7Q0y0gA,40.70799962087457,-74.00795572788758,MN25,mn-fidi,True,True
igQ9CK71aQZyNXNbfNhVtQ,40.7052529,-74.0140703,MN25,mn-fidi,True,True
cBUlHFB1fk2q3WmP6o7gvA,40.70769,-74.00767,MN25,mn-fidi,True,True
llzZ19xTIrueN5XBZi4zWg,40.7099151,-74.01254349999999,MN25,mn-fidi,True,True
r3sTzwMyWfqc8q_M7eT0og,40.707813,-74.014995,MN25,mn-fidi,True,True
d8zSYpArh4oXpxeJWNA4Pg,40.715688,-74.007695,MN24,nta-mn24,True,True
tG3ojlIvdbf79RXrO2oGKQ,40.7088103,-74.0108584,MN25,mn-fidi,True,True
jhs35REmv8Yo9-Z27KQJSA,40.712454,-74.015461,MN25,mn-fidi,True,True
x-T3WaLPnbVrxc-ruzFhyQ,40.70953534633694,-74.01278923745791,MN25,mn-fidi,True,True
7-YixUudnaNfd1FuprZZyA,40.70681,-74.00996,MN25,mn-fidi,True,True
9farQXQ7LSuzKqtWJM0h6g,40.7068153765355,-74.0101611614227,MN25,mn-fidi,True,True
A0saPXtRGKl-SVJGQyQAOw,40.71151,-74.00597,MN25,mn-fidi,True,True
9afasrQQUFS1zDVnolwxcw,40.705008323599,-74.007476580932,MN25,mn-fidi,True,True
OChXqC_-AyL6lCflwaxxKQ,40.71055582432114,-74.01382541165893,MN25,mn-fidi,True,True
ht3DxDFrvMRSv9WeeX80NA,40.7062355,-74.0187637,MN25,mn-fidi,True,True
kxykwx5qTWBhlMh18MQ82Q,40.7046213003984,-74.0107793876969,MN25,mn-fidi,True,True
7YxyC11C6gTKGg2qoiF4XQ,40.70451125790885,-74.00902664275611,MN25,mn-fidi,True,True
iXSuNKKUBIrBX7zUerlQDQ,40.71415,-74.009209,MN24,nta-mn24,True,True
yh69_Nh1TLAkizoWC9Htow,40.7103058,-74.0074291,MN25,mn-fidi,True,True
wJ-MPdFSPUoChucj-r6YxA,40.7127464,-74.0155839,MN25,mn-fidi,True,True
tguMh2GgOcU9fu6WN3dqpw,40.7138543,-73.9989484,MN27,nta-mn27,True,True
Tl62WKPOTpGfhSTcHNKkLQ,40.7074818321323,-74.008410199089,MN25,mn-fidi,True,True
vvniBzANve8rUZHeRXcFdA,40.711544,-74.011421,MN25,mn-fidi,True,True
D9nQb14gqhCAOaUUvJz3-Q,40.70602,-74.01176,MN25,mn-fidi,True,True
4h4Tuuc56YPO6lWfZ1bdSQ,40.71009,-74.00768,MN25,mn-fidi,True,True
P_RNungaIf6FZdzEWkoQ0g,40.709761,-74.008546,MN25,mn-fidi,True,True
zjks9r34-5cw9FrONfpsCg,40.70656,-74.00618,MN25,mn-fidi,True,True
cv0UGUot5v4XEuSI9zx4Qg,40.709091453985,-74.0107215,MN25,mn-fidi,True,True
_rzVYnChUVRaQb7VyuI7IQ,40.706099921197726,-74.00729521518757,MN25,mn-fidi,True,True
WZLhPYaYSFy7M_-Jh1VuNw,40.712342,-74.01528,MN25,mn-fidi,True,True
IaKzW5PcmHGklEhAy_9hMQ,40.71144017390984,-74.0068285,MN25,mn-fidi,True,True
if6lsm2dDqDyUTHZWOvP3A,40.71532686944137,-73.9989719672458,MN27,nta-mn27,True,True
ZnhRUBos9FGQZrzbcPn6Vg,40.7093473589949,-74.0122557367896,MN25,mn-fidi,True,True
zr0Dx6752_pgsU2x2FPZpQ,40.69026845304882,-74.01913589391964,MN99,nta-mn99,True,True
WoAvunLY0_L0ix8Vgit8gQ,40.7066254,-74.00314050061166,MN25,mn-fidi,True,True
Dm6ft5fTd_6A5H23wRmx-A,40.70786490654199,-74.0056067263719,MN25,mn-fidi,True,True
zubN8Ve-RyoljRZV4NRxEQ,40.71428582832716,-73.99892167384314,MN27,nta-mn27,True,True
xwOhe0kIfB-ogOkxRcKtVg,40.70429678237923,-74.01295797314185,MN25,mn-fidi,True,True
Od82pxnqILWhXZV6YNdD9Q,40.706137,-74.008915,MN25,mn-fidi,True,True
rLm8QT7sRFQJ1QDL4LE70g,40.70694642452369,-74.0052542,MN25,mn-fidi,True,True
Ja4MWGAyPw74Oy6HJ5RizA,40.7058343291283,-74.0083741396666,MN25,mn-fidi,True,True
ENVcEkdpS0sK1mXPitNp-w,40.7157039953274,-74.00984352554971,MN24,nta-mn24,True,True
CMlXFPwtXoUhgUgT9fTPTQ,40.71370416146896,-74.01372021490837,MN24,nta-mn24,True,True
G4Y3yF4UfcCNSj0JFQQVDw,40.71461,-74.00774,MN24,nta-mn24,True,True
hnODPHQIO14uVWIa3cztyA,40.7090336335426,-74.00914125144482,MN25,mn-fidi,True,True
USQxn9Arz6tl-4AqtqpCkg,40.707047,-74.008054,MN25,mn-fidi,True,True
ytjyvADCulNOL7CzGzXY3A,40.71247406169088,-74.0083772,MN24,nta-mn24,True,True
bv48YKQOb4U-QGt2WccC8g,40.70877,-74.007919,MN25,mn-fidi,True,True
FGmZOlLX64hqFDqcxmsiBw,40.71058,-74.00739,MN25,mn-fidi,True,True
TL-YbRD4L7gIIB2OrL8WKQ,40.704805,-74.0088,MN25,mn-fidi,True,True
8IBU9uYFKOx6z7mINNPrgw,40.70547802082922,-74.00726966931154,MN25,mn-fidi,True,True
9LB_SFCfDFDmtWYp8yEAVA,40.706137,-74.008915,MN25,mn-fidi,True,True
IZx0xAVqFGFKXsfE1f8HSQ,40.706241,-74.008506,MN25,mn-fidi,True,True
0WunNhGa1dKYMm1N0dXs6Q,40.706984141361886,-74.0063475588956,MN25,mn-fidi,True,True
LMuEESylhcBthCa9XBmIzw,40.70971684475851,-74.01225057328158,MN25,mn-fidi,True,True
QY2VGbMfun6BCJCT6l_lcg,40.70925,-74.0088,MN25,mn-fidi,True,True
W-Wumt6vj_llkLQxIqSvpw,40.71447050638881,-74.006618,MN24,nta-mn24,True,True
rcqOGQQPJ8e2Jpj4dDN9Ng,40.71424,-74.00642,MN24,nta-mn24,True,True
a9BOZjk6nPaVZ1CWy4C5rA,40.711258,-74.007492,MN25,mn-fidi,True,True
JD5KWviP-TRkTYEvOO12kQ,40.70679620601047,-74.00703710455826,MN25,mn-fidi,True,True
H5l94JmWedmrFuiIigITWg,40.71357,-74.01125,MN24,nta-mn24,True,True
7VNbCTch5K3mLdL_9ebO9g,40.71394198484709,-74.00762457552258,MN24,nta-mn24,True,True
aXMoRIGoIZmkK1oS1gq2OA,40.71424,-74.00642,MN24,nta-mn24,True,True
aHW8OJTCTKqfh71dJYl1GA,40.70993,-74.0066,MN25,mn-fidi,True,True
j18_IH_wTXJfEF5S8i0uEA,40.70912,-74.00578,MN25,mn-fidi,True,True
v2xUesJo2xYkz28uHEs4Nw,40.71455,-74.00714,MN24,nta-mn24,True,True
7bpZZUpEclhn29wWVqFsKA,40.70261145828371,-73.98691917385983,BK38,nta-bk38,True,True
njKwUg6oYDEEtLuunTmgbg,40.698551,-73.992706,BK09,bk-tandon,True,True
ByJBXa3HwPqw8eSPfDObkg,40.699657772028765,-73.99217437260721,BK09,bk-tandon,True,True
HcWm-9ZZu2_brnuRxN5Gpg,40.70021198326452,-73.99331599999907,BK09,bk-tandon,True,True
rX9Mto9HGhc7rqmCawHi_Q,40.70253949318147,-73.9940383666421,BK09,bk-tandon,True,True
p2sAfaFyfFj9nYPyqcmQdw,40.702355071402245,-73.9866978,BK38,nta-bk38,True,True
QX0_mfTGs8bwLbR3zzg6uw,40.6926054,-73.9884963,BK38,nta-bk38,True,True
OuHB-EdeXmQ26QDzAsDxyw,40.69395378909037,-73.9924374,BK09,bk-tandon,True,True
SwFr8vVU9j2Wlo-QejpRGA,40.69059,-73.99503,BK09,bk-tandon,True,True
IXH26OJiL2hUSwNW_NJEhQ,40.6967,-73.99003,BK38,nta-bk38,True,True
AqKHTQgO1ls2_nd2cBVzng,40.6916465759277,-73.9912719726562,BK09,bk-tandon,True,True
fCvx-fszu-aGm3jLd1o0_Q,40.6923219769743,-73.9866686999991,BK38,nta-bk38,True,True
wctR1TrheHAwpHZ2sJknEw,40.68989,-73.99366,BK33,bk-fort-greene,True,True
8mmM20X369_Do04kW7-TTA,40.714399,-73.99073,MN28,nta-mn28,True,True
QaXo7ZhglTcSWHLQ8QNY4A,40.690933,-73.983087,BK38,nta-bk38,True,True
5rX_7IkvFx5MKqS3ikQe3Q,40.698465,-73.992802,BK09,bk-tandon,True,True
bMfJefltCW8ciJN9bPzdgQ,40.69019266887132,-73.99510338220567,BK33,bk-fort-greene,True,True
89x1vJMamQTfazh2Gu1vzg,40.6929057149877,-73.98847946443622,BK38,nta-bk38,True,True
-_S0v-bHKi82LH_ZGGtmIA,40.69242393374325,-73.99096727495841,BK09,bk-tandon,True,True
6G0urbBDz_CnYnGXApgUcw,40.690171405171526,-73.99346702043503,BK09,bk-tandon,True,True
kcywDOgRlBPLW3eTMUgxEw,40.69473,-73.99361,BK09,bk-tandon,True,True
LUKW4vzYqS9CVN_76Gj-jQ,40.68979,-73.985,BK38,nta-bk38,True,True
S5ItalpL6lIosnBfWJm7uw,40.6883351,-73.9814049,BK38,nta-bk38,True,True
nGpC40fxoDQ-Ft0h-_gkVg,40.6869769801458,-73.984394049936,BK38,nta-bk38,True,True
ptgu17Y_jD60815rPTEN1w,40.69111133561928,-73.98317680696722,BK38,nta-bk38,True,True
EFWgKMyT2krr9RpUeCxysA,40.69669432176333,-73.98303987384314,BK38,nta-bk38,True,True
zvy4KOv2afqUSGin54_xxg,40.6870474589747,-73.9938177876969,BK33,bk-fort-greene,True,True
uT9AowKJcAN59Mteud36lA,40.69213,-73.98847,BK38,nta-bk38,True,True
qIld_LZfvdHdd0pT5za8fg,40.69133069693946,-73.9909455628283,BK09,bk-tandon,True,True
e9YhJDXXWQWG0pPQP5uocQ,40.69443359010637,-73.99227139999999,BK09,bk-tandon,True,True
jSxzhGJFFFSmSQgcpeA8cQ,40.70260616341824,-73.98691324439608,BK38,nta-bk38,True,True
97q5nUQTuBo_h00XCxna2A,40.7142,-73.99787,MN27,nta-mn27,True,True
03yRmvUeFJUIvk1nB5mT2A,40.69151807585965,-73.99778752925549,BK09,bk-tandon,True,True
xU3kDzDHb7LfGFCYzlgvRQ,40.71613216930773,-73.98670021444559,MN28,nta-mn28,True,True
vA2VEhW6S1ioX6tXtQdO9A,40.688684,-73.993137,BK33,bk-fort-greene,True,True
ye-TSU-mu1Gd5TAJOpI5Mg,40.694149,-73.9928131,BK09,bk-tandon,True,True
ZP2uwlP0s21sh0wlPR-9Sw,40.7120098,-73.9966423,MN27,nta-mn27,True,True
SB4t6vWpxlVQAfCQ3oC1BQ,40.693685,-73.992154,BK09,bk-tandon,True,True
fPW_GBZsnBNsIzK62sCHBg,40.71509589423776,-73.997342,MN27,nta-mn27,True,True
bNO0801dOoSSFJuDdTDzYQ,40.689838,-73.993853,BK33,bk-fort-greene,True,True
wqOBqXkMar3xPOHfkWGwDA,40.68831,-73.98881,BK38,nta-bk38,True,True
i1E3Ruu4367E2MQn3xreZw,40.69602125249984,-73.98718159321939,BK38,nta-bk38,True,True
B0R-buSLWRbGFWpmqk_WZQ,40.69333,-73.97172,BK68,nta-bk68,True,True
IDZY4djM-hTL_UicyiHqFQ,40.715514,-73.993458,MN27,nta-mn27,True,True
S1scNP7ijgAXkbD-cIxl5A,40.711464,-73.99432,MN27,nta-mn27,True,True
YJFCtr-IPDI0iDeAAe3x2A,40.6897951,-73.9783869,BK68,nta-bk68,True,True
CBf1A4zCRNH-jsrJh48RsA,40.690218,-73.993367,BK09,bk-tandon,True,True
0CjK3esfpFcxIopebzjFxA,40.7156608,-73.9967012,MN27,nta-mn27,True,True
QCH2dABKl4Ce-SOSuPk47Q,40.714158,-73.990942,MN28,nta-mn28,True,True
79tuTkX_lPft7hMxFVjENg,40.693045,-73.971443,BK68,nta-bk68,True,True
GHA89UOpqFmylJ5dO03NfQ,40.68751,-73.99007,BK38,nta-bk38,True,True
yxl68RiKIphAvBIVWVBqhw,40.702823868431,-73.986965569752,BK38,nta-bk38,True,True
cj29fQ6XybMJrEmdU5EuDw,40.694762,-73.993687,BK09,bk-tandon,True,True
bnDfFdiCcPzhuNWUJORvLQ,40.71624115699229,-73.99797251027432,MN27,nta-mn27,True,True
-JBFRO2z1Fr6og-3VGYRxQ,40.687318869309735,-73.9724778,BK68,nta-bk68,True,True
koHZAQrevA7Br41AjNApgA,40.69305,-73.97067,BK68,nta-bk68,True,True
jgjbIqLGvmTtVofwo8na7w,40.689410527677225,-73.97031847948298,BK68,nta-bk68,True,True
HFOiW4RvijuoblE4DD3JwA,40.69083682329224,-73.98289908550117,BK38,nta-bk38,True,True
rkeH5HJIuX7ZcOaYNum9xA,40.7139415501646,-73.9899386554248,MN28,nta-mn28,True,True
8hW316kTNi-QNF_A6GNfCA,40.6906774173472,-73.9919811487198,BK09,bk-tandon,True,True
HhW7sIcSq7mo6BXph1S0XA,40.69191342310669,-73.98707773536444,BK38,nta-bk38,True,True
X155pxtcrY7l7Awh5zzm7g,40.690063,-73.994621,BK33,bk-fort-greene,True,True
Zr_5TbYqfyIaumN9Njw2IA,40.69207434113311,-73.9875789731741,BK38,nta-bk38,True,True
Ik61NJpsa9uXzzvsZO3Wrg,40.69065,-73.99176,BK09,bk-tandon,True,True
Lp8vAE5nHSt5zbu-lSGK8A,40.71422,-73.99864,MN27,nta-mn27,True,True
ZHSSqpcuqzA5xcobuqBNZA,40.71383,-73.98702,MN28,nta-mn28,True,True
J1gSUqhIIkOPY75ao0N4QQ,40.690863,-73.989727,BK09,bk-tandon,True,True
zhYOs9K09gzjkxVPVJUZZA,40.68847,-73.98033,BK68,nta-bk68,True,True
mqoiTzsqtuMoWTHJbxYQuQ,40.691020824013606,-73.98295519999999,BK38,nta-bk38,True,True
odjG3tlh-K8LDqYmxmkJXA,40.6883,-73.98926,BK38,nta-bk38,True,True
flNSjeYFO5oSvLQt6mKFpw,40.693296,-73.969526,BK68,nta-bk68,True,True
Yw6HeHZ0OutaEHlcQY35GA,40.69232,-73.98696,BK38,nta-bk38,True,True
6zM0c7vvoddgza_qvKkATw,40.713698030071896,-73.99719300331864,MN27,nta-mn27,True,True
EK0MZEi2FWssyN2OHoxAdQ,40.692128,-73.98716,BK38,nta-bk38,True,True
EBXhdu6rhlKQKZShBKUEfQ,40.68773,-73.98441,BK38,nta-bk38,True,True
MM1-h4aiJEgX13-oUXg-uw,40.69157189450252,-73.98710301031764,BK38,nta-bk38,True,True
9pI_G9xGiTY4YCcfe9eoPA,40.6879459,-73.988257,BK38,nta-bk38,True,True
HDDBpOKpKqRza-IhiE4CTw,40.68921,-73.99245,BK38,nta-bk38,True,True
d_TC6Om2EBTzHVm_lCgNtg,40.715,-73.99706,MN27,nta-mn27,True,True
pSAAr8srYYt4SUQP4r0Bhw,40.6896,-73.96982,BK68,nta-bk68,True,True
Eqf_6y_B2efiWdvlCoC1jA,40.6888099,-73.98329,BK38,nta-bk38,True,True
UWCXjkFrHpC4-i8_EmvEag,40.6896496280966,-73.98005533498507,BK68,nta-bk68,True,True
rSJAtekGHxeixVpTlOBxyg,40.716256,-73.989697,MN27,nta-mn27,True,True
5RbMoHGNOHUf9OLO-zPx9Q,40.69137,-73.99786,BK09,bk-tandon,True,True
yzAJOjAV7BnLZpbISHZfWg,40.714782,-73.998374,MN27,nta-mn27,True,True
wOpKm1Rugkq0MqbAN1ZO6g,40.71301,-73.98982,MN28,nta-mn28,True,True
_fxwI1dUGgJvQhGAAlCFzw,40.68969,-73.97758,BK68,nta-bk68,True,True
fiPKqhW7BGq3aURuLPQn9Q,40.712887,-73.962588,BK73,bk-williamsburg,True,True
mg6pemwG9UOxAEwwMM6Tqg,40.71003,-73.9584,BK73,bk-williamsburg,True,True
xIZP2-b_DwH4O2zcD2fLtA,40.69329244499551,-73.9663137,BK69,bk-crown-hts,True,True
8W2uLei5ByivArvQrTvaYg,40.71147,-73.95777,BK73,bk-williamsburg,True,True
L6SO-YMj4pxN4iznAacWBA,40.71279944508383,-73.95890849999999,BK73,bk-williamsburg,True,True
7UJRw4Klt5yfE7q9vznEHA,40.7107199,-73.9582771,BK73,bk-williamsburg,True,True
b7YBJ1xaMTk8G_JJpG5j6Q,40.71535,-73.96009,BK73,bk-williamsburg,True,True
8CLRBawvdzyGdmzvTFBfHA,40.691076,-73.95519,BK75,nta-bk75,True,True
BSZ68sheaUGhOIZvaFa-WA,40.70785364521343,-73.9556597,BK73,bk-williamsburg,True,True
IbB_7AxWQtDFW1iKnoD1Ug,40.71165,-73.94529,BK90,nta-bk90,True,True
4yPqqJDJOQX69gC66YUDkA,40.709945,-73.962478,BK73,bk-williamsburg,True,True
b0WM4uBIDBOJH0V9DgQRtA,40.70170746684499,-73.94321994111917,BK90,nta-bk90,True,True
qzqLAQh-R9of0HmK-AvsOQ,40.695149,-73.9494,BK75,nta-bk75,True,True
j9TdOBSQ1LRw8v3hW5fObQ,40.7112263,-73.9613152,BK73,bk-williamsburg,True,True
tq-38Ccfd7gUo9JUpr3byw,40.6996899,-73.95647,BK75,nta-bk75,True,True
YQoenM1VCKmR4Iw9FKHlMw,40.709819,-73.95112,BK73,bk-williamsburg,True,True
hH-IWnXe-exASBA8qr5xog,40.711738,-73.941161,BK90,nta-bk90,True,True
NdN8dwnjE6vgUG7OcV6izQ,40.7118,-73.94108,BK90,nta-bk90,True,True
iXrKGRzIZK0pp31mO3nBzA,40.6933894,-73.9679912,BK69,bk-crown-hts,True,True
JU35i7c7nXpcyd_XzGMULg,40.69515,-73.9494,BK75,nta-bk75,True,True
fahnqhxhFqyMAHKVC01sSA,40.6952229685817,-73.9563989639282,BK75,nta-bk75,True,True
HqK03Yy0-fkQMHYe0O2SqQ,40.69648,-73.95829,BK75,nta-bk75,True,True
nUk29UWKpe01xvHKJlWadw,40.70323,-73.95699,BK72,nta-bk72,True,True
w_ZLn0wWXtfI3QaC2iNXPA,40.7007509,-73.9426438,BK75,nta-bk75,True,True
_U-zwq-huIBxGx1ITaCq_Q,40.69412,-73.95915,BK69,bk-crown-hts,True,True
A_e9adJ7v_U7trur2JMrgA,40.69521556810472,-73.95653717055181,BK75,nta-bk75,True,True
Fl8_EY9dRAiG3VfDQeb4Uw,40.70371,-73.96043,BK72,nta-bk72,True,True
jqmAJWn8UpeiHBTu0n-xOg,40.70855315917253,-73.95864102859288,BK73,bk-williamsburg,True,True
4rasslxwedHuFMCjEnlZBA,40.6939057,-73.963057,BK69,bk-crown-hts,True,True
_7qt2EodhYIs0C6TLm7jJA,40.711787,-73.941087,BK90,nta-bk90,True,True
iyJV-8GxhzWY0fWvi6llEw,40.69983077227583,-73.95385519999999,BK75,nta-bk75,True,True
mHRu4KZXYM_RwyFXBGncsA,40.71471,-73.95921,BK73,bk-williamsburg,True,True
iSjPBJRiWqrgxW7ZM3CGig,40.71442,-73.960441,BK73,bk-williamsburg,True,True
34zyzLqKbwSqCnF2vMtIRA,40.71318,-73.96368,BK73,bk-williamsburg,True,True
kUIqNXEzcHoso3O6qhAlUg,40.7038117,-73.957996,BK72,nta-bk72,True,True
a4WZUTKn90dOkeY38JHNjQ,40.71565949513071,-73.96474490331111,BK73,bk-williamsburg,True,True
ar-eXuU8NpGF-j5bNnbWMg,40.6864134766389,-73.9543789190812,BK75,nta-bk75,True,True
_PEYh9RL0HnQ2jyjqog4MA,40.7139494929757,-73.96152711819373,BK73,bk-williamsburg,True,True
HMqDAVCS1c78JKoCLJENFw,40.7031456,-73.9450749,BK90,nta-bk90,True,True
YD8oghdbgRdk0DlHZxqMbA,40.693253,-73.966323,BK69,bk-crown-hts,True,True
7OMGEtFWT6sdd9TVuoGqJQ,40.712622,-73.9487843,BK90,nta-bk90,True,True
NqClP0P8qQnVmiT5gs1HfA,40.69099,-73.95563,BK69,bk-crown-hts,True,True
Uc2RN5pw1tsPI3uIqJfw1Q,40.7039499338182,-73.9485501497984,BK72,nta-bk72,True,True
HaTf5zgzNhVRxBvqikh_GA,40.7064193025944,-73.9605776275129,BK72,nta-bk72,True,True
lNV-bBLb9iTFCmbeGakwGw,40.7077128,-73.9611326,BK73,bk-williamsburg,True,True
Q_yMJFXE2oH2e55q5l52Rw,40.68875,-73.96033,BK69,bk-crown-hts,True,True
zJcxZQbTSAP3q4Fy-6WAyw,40.7091679,-73.9558028,BK73,bk-williamsburg,True,True
QDRR34aCeeEhrL98gG6Obw,40.689673412113,-73.9653054186587,BK69,bk-crown-hts,True,True
Nz2-gYA6gkZNDclZ4kIaDg,40.693873,-73.955677,BK75,nta-bk75,True,True
J2fxYEwLWc_ifoBjA8lXzQ,40.693225,-73.966018,BK69,bk-crown-hts,True,True
cFNJ_dGdlk9VGM2bAigDzQ,40.70976350074766,-73.96246226499564,BK73,bk-williamsburg,True,True
CSY0HDcb1Kwy4FhIRkDwLA,40.713045,-73.95904,BK73,bk-williamsburg,True,True
zPK48x2wvTmJTQ_13bbeRQ,40.68721320846039,-73.95675573448415,BK75,nta-bk75,True,True
G77Q6kU-7qRefColCRTS0w,40.71618788546057,-73.96651754323669,BK73,bk-williamsburg,True,True
qNvbwTe3VtS7RtwhS1IkPA,40.68676767206668,-73.9570064,BK69,bk-crown-hts,True,True
jsJO5SEva1iiepVOGpEGyA,40.686842,-73.95058,BK75,nta-bk75,True,True
rNldYbdOcJRGmLgD29ZELA,40.715466047429295,-73.96020875181198,BK73,bk-williamsburg,True,True
bQKpGh38cK4c-zKNT08U5g,40.69328481287504,-73.96793367384768,BK69,bk-crown-hts,True,True
3Xj4KiYZkuqd3y4waETa6A,40.70933835849003,-73.96102020734394,BK73,bk-williamsburg,True,True
b-xpzu5nlhxw7qe745K9hw,40.6942529,-73.9560939,BK69,bk-crown-hts,True,True
0u_GmW_1WsZ1T5U4qvq5ug,40.715504,-73.944574,BK90,nta-bk90,True,True
4myP8KYlp_66FrIaSzb9lw,40.71178,-73.94125,BK90,nta-bk90,True,True
47J3jLkclOMXExoPoIpnag,40.715385,-73.944839,BK90,nta-bk90,True,True
mGDnAjANR_GGpdnvYnVo1Q,40.7148676,-73.9617411,BK73,bk-williamsburg,True,True
Sxh9mGkaAGML2tfyNWRgmQ,40.70792,-73.95574,BK73,bk-williamsburg,True,True
109GtGdJjPDLbGgnnld3Kw,40.6932443,-73.9686472,BK69,bk-crown-hts,True,True
4wReTf1JycSMLdKyLmm9-A,40.698904,-73.9390834,BK78,nta-bk78,True,True
7g-UYLiTqPtBqi31BoRJ5A,40.70761,-73.9417,BK78,nta-bk78,True,True
uWS39AZ7E0-5RwTRVBXOrw,40.7123,-73.94377,BK90,nta-bk90,True,True
wFPOKMRIYOmQ4H9nX_xeeA,40.69935,-73.93974,BK78,nta-bk78,True,True
B73kcWdUixrovBU2JXjoZA,40.7105573761851,-73.9538214151183,BK73,bk-williamsburg,True,True
ArfL-sU2FaB73WV1qQ4c6Q,40.71244,-73.96275,BK73,bk-williamsburg,True,True
i4cyV13lYIS4mcJKZW75cA,40.714324,-73.961257,BK73,bk-williamsburg,True,True
uP7nQod7n1AXcFqGpFLowQ,40.70393,-73.95483,BK72,nta-bk72,True,True
XIJiFTGlFn0pDrqza4SetQ,40.71620965950339,-73.9599394,BK73,bk-williamsburg,True,True
JVNH3KfshX0ZcAe7_UJFAw,40.7161440086706,-73.95907391147544,BK73,bk-williamsburg,True,True
B72ZVK9eL3e8YNWCS57UaA,40.70733,-73.94479,BK90,nta-bk90,True,True
lAH_gTYjnT5yaIAAYeCoOA,40.71240111697583,-73.95307107560764,BK73,bk-williamsburg,True,True
NExShmoS9A-8a8Vzjjh_BQ,40.7120182919181,-73.9413041184744,BK90,nta-bk90,True,True
qmSBFiAikpyUO3JA8ez1Ow,40.7147469,-73.9445868,BK90,nta-bk90,True,True
